"what","portfolio.monthly.return....","benchmark.return...."
"kappa (MAR = 0.2%, L = 2)",-0.987881960219781,-0.987575825414325
"kappa (MAR = 0.2%, L = 2)",-0.988235255514111,-0.987975549250313
"kappa (MAR = 0.2%, L = 2)",-0.986106611940547,-0.985848939556121
"kappa (MAR = 0.2%, L = 2)",-0.982354752080372,-0.982108580065738
"kappa (MAR = 0.2%, L = 2)",-0.983376489446848,-0.983166974190669
"kappa (MAR = 0.2%, L = 2)",-0.982087062076609,-0.982047368604889
"kappa (MAR = 0.2%, L = 2)",-0.982679579387807,-0.982807240554867
"kappa (MAR = 0.2%, L = 2)",-0.980461205205724,-0.981544395567307
"kappa (MAR = 0.2%, L = 2)",-0.979546200128466,-0.98079863268437
"kappa (MAR = 0.2%, L = 2)",-0.9775965238121,-0.978441181538721
"kappa (MAR = 0.2%, L = 2)",-0.978327181255838,-0.979272129981227
"kappa (MAR = 0.2%, L = 2)",-0.979253332656348,-0.980162807207951
"kappa (MAR = 0.2%, L = 2)",-0.9800683478291,-0.98099348137096
"kappa (MAR = 0.25%, L = 2)",-1,-1
"kappa (MAR = 0.25%, L = 2)",-0.998809832741189,-0.998819858529647
"kappa (MAR = 0.25%, L = 2)",-0.999189639137504,-0.999162062384688
"kappa (MAR = 0.25%, L = 2)",-0.998555585320735,-0.998321771623866
"kappa (MAR = 0.25%, L = 2)",-0.998752360319058,-0.998602744029753
"kappa (MAR = 0.25%, L = 2)",-0.998624779560618,-0.998736082575604
"kappa (MAR = 0.25%, L = 2)",-0.998794481866883,-0.99890280878256
"kappa (MAR = 0.25%, L = 2)",-0.995834502587331,-0.996086045426571
"kappa (MAR = 0.25%, L = 2)",-0.995436606390475,-0.995660750400453
"kappa (MAR = 0.25%, L = 2)",-0.995306262737866,-0.995377283156978
"kappa (MAR = 0.25%, L = 2)",-0.995415381650071,-0.99547174939071
"kappa (MAR = 0.25%, L = 2)",-0.992547929568571,-0.992349082807099
"kappa (MAR = 0.25%, L = 2)",-0.992792061389025,-0.992622106426873
"kappa (MAR = 0.25%, L = 2)",-0.99138965462731,-0.991216918241356
"kappa (MAR = 0.25%, L = 2)",-0.988907612046564,-0.988736332514311
"kappa (MAR = 0.25%, L = 2)",-0.989561576505392,-0.989412602710864
"kappa (MAR = 0.25%, L = 2)",-0.988652955593873,-0.988613208759061
"kappa (MAR = 0.25%, L = 2)",-0.988990632650487,-0.989115227329615
"kappa (MAR = 0.25%, L = 2)",-0.987652016692785,-0.988374560369595
"kappa (MAR = 0.25%, L = 2)",-0.987133492833107,-0.987958259780943
"kappa (MAR = 0.25%, L = 2)",-0.985775863829529,-0.986345243488951
"kappa (MAR = 0.25%, L = 2)",-0.986264456466303,-0.986888379754593
"kappa (MAR = 0.25%, L = 2)",-0.986839231561954,-0.987441400804954
"kappa (MAR = 0.25%, L = 2)",-0.987340829709707,-0.987961551676211
"kappa (MAR = 0.3%, L = 2)",-1,-1
"kappa (MAR = 0.3%, L = 2)",-0.999189738186131,-0.999195377779722
"kappa (MAR = 0.3%, L = 2)",-0.999447456671317,-0.999430055697531
"kappa (MAR = 0.3%, L = 2)",-0.999006523001876,-0.998847207694258
"kappa (MAR = 0.3%, L = 2)",-0.99914376578682,-0.999041839825998
"kappa (MAR = 0.3%, L = 2)",-0.999059766028233,-0.999135073785359
"kappa (MAR = 0.3%, L = 2)",-0.999176600343191,-0.999249693437626
"kappa (MAR = 0.3%, L = 2)",-0.997179835082498,-0.997346404491057
"kappa (MAR = 0.3%, L = 2)",-0.996892594053081,-0.997041148293034
"kappa (MAR = 0.3%, L = 2)",-0.996815431774166,-0.996860395171757
"kappa (MAR = 0.3%, L = 2)",-0.99687985138134,-0.996914952579242
"kappa (MAR = 0.3%, L = 2)",-0.994963204068404,-0.994824284150181
"kappa (MAR = 0.3%, L = 2)",-0.995139781970162,-0.99502055659542
"kappa (MAR = 0.3%, L = 2)",-0.994151722453952,-0.994028724943984
"kappa (MAR = 0.3%, L = 2)",-0.992397243002827,-0.992272490758289
"kappa (MAR = 0.3%, L = 2)",-0.992850221571321,-0.992740410574637
"kappa (MAR = 0.3%, L = 2)",-0.992183390533543,-0.992149337930247
"kappa (MAR = 0.3%, L = 2)",-0.992398385744152,-0.992504233547812
"kappa (MAR = 0.3%, L = 2)",-0.991508067175892,-0.992021625379533
"kappa (MAR = 0.3%, L = 2)",-0.991179140762288,-0.991760501074646
"kappa (MAR = 0.3%, L = 2)",-0.990189587145122,-0.990596902039817
"kappa (MAR = 0.3%, L = 2)",-0.990537411720833,-0.990978093457275
"kappa (MAR = 0.3%, L = 2)",-0.990927200656132,-0.991353327761877
"kappa (MAR = 0.3%, L = 2)",-0.991265415151772,-0.991708347653305
"kappa (MAR = 0%, L = 3)",Inf,Inf
"kappa (MAR = 0%, L = 3)",Inf,Inf
"kappa (MAR = 0%, L = 3)",Inf,Inf
"kappa (MAR = 0%, L = 3)",1.19055078897615,1.22662808561179
"kappa (MAR = 0%, L = 3)",1.53897835200903,1.49234264437239
"kappa (MAR = 0%, L = 3)",2.11997402497083,1.81712059283214
"kappa (MAR = 0%, L = 3)",2.35017259597751,1.98746096911417
"kappa (MAR = 0%, L = 3)",3.825,3.29545454545454
"kappa (MAR = 0%, L = 3)",2.06890800798223,1.79293428389221
"kappa (MAR = 0%, L = 3)",2.48355863384306,2.21128374075513
"kappa (MAR = 0%, L = 3)",2.24089348995998,1.97302427291634
"kappa (MAR = 0%, L = 3)",3.09898713378644,2.79274519504113
"kappa (MAR = 0%, L = 3)",3.39880987347637,3.06231397604876
"kappa (MAR = 0%, L = 3)",1.17132412798599,1.10061505519897
"kappa (MAR = 0%, L = 3)",0.494209448633196,0.462699469100167
"kappa (MAR = 0%, L = 3)",0.514248194683033,0.478576505382941
"kappa (MAR = 0%, L = 3)",0.338952280372407,0.315906997499128
"kappa (MAR = 0%, L = 3)",0.280304701850931,0.345295691737225
"kappa (MAR = 0%, L = 3)",0.402735473711672,0.446618214439099
"kappa (MAR = 0%, L = 3)",0.49517492264717,0.534018557862384
"kappa (MAR = 0%, L = 3)",0.307099471465892,0.331428777293959
"kappa (MAR = 0%, L = 3)",0.332407459070601,0.348440476363769
"kappa (MAR = 0%, L = 3)",0.315666796204252,0.334102867050527
"kappa (MAR = 0%, L = 3)",0.294458287661248,0.324756559662373
"kappa (MAR = 0.05%, L = 3)",-1,-1
"kappa (MAR = 0.05%, L = 3)",-0.912805116817885,-0.916776724136575
"kappa (MAR = 0.05%, L = 3)",-0.941922643169007,-0.931800799734841
"kappa (MAR = 0.05%, L = 3)",-0.921065683143168,-0.904798233743043
"kappa (MAR = 0.05%, L = 3)",-0.924693555116854,-0.91341575796888
"kappa (MAR = 0.05%, L = 3)",-0.907998893751822,-0.914483782505711
"kappa (MAR = 0.05%, L = 3)",-0.914630959534766,-0.922278486487418
"kappa (MAR = 0.05%, L = 3)",-0.782848324165693,-0.796851136683205
"kappa (MAR = 0.05%, L = 3)",-0.790102783578133,-0.801168609996111
"kappa (MAR = 0.05%, L = 3)",-0.759855648766164,-0.765329772204334
"kappa (MAR = 0.05%, L = 3)",-0.781540181022706,-0.786244385884656
"kappa (MAR = 0.05%, L = 3)",-0.676690668059743,-0.678173906178306
"kappa (MAR = 0.05%, L = 3)",-0.659883834827033,-0.662777571574582
"kappa (MAR = 0.05%, L = 3)",-0.653336530866024,-0.656173803213429
"kappa (MAR = 0.05%, L = 3)",-0.634137548280494,-0.637113844986817
"kappa (MAR = 0.05%, L = 3)",-0.641085183950112,-0.645280807749133
"kappa (MAR = 0.05%, L = 3)",-0.655226651629971,-0.660316480262008
"kappa (MAR = 0.05%, L = 3)",-0.676376259761542,-0.660821825483367
"kappa (MAR = 0.05%, L = 3)",-0.635193287952853,-0.628622555798901
"kappa (MAR = 0.05%, L = 3)",-0.607176579046604,-0.602384898979668
"kappa (MAR = 0.05%, L = 3)",-0.615459092438947,-0.608163411749134
"kappa (MAR = 0.05%, L = 3)",-0.614430299145845,-0.610676629551286
"kappa (MAR = 0.05%, L = 3)",-0.628312653175055,-0.624155135132256
"kappa (MAR = 0.05%, L = 3)",-0.642480212247231,-0.635563215595139
"kappa (MAR = 0.1%, L = 3)",-1,-1
"kappa (MAR = 0.1%, L = 3)",-0.982537097222569,-0.982924978053492
"kappa (MAR = 0.1%, L = 3)",-0.988333402078377,-0.987292418662157
"kappa (MAR = 0.1%, L = 3)",-0.980949147799899,-0.977369212477228
"kappa (MAR = 0.1%, L = 3)",-0.982896603422631,-0.98054105090635
"kappa (MAR = 0.1%, L = 3)",-0.980297619722823,-0.981795642250516
"kappa (MAR = 0.1%, L = 3)",-0.982392884488186,-0.983963370943273
"kappa (MAR = 0.1%, L = 3)",-0.944755534149622,-0.94832374355993
"kappa (MAR = 0.1%, L = 3)",-0.942433529987897,-0.945443806642236
"kappa (MAR = 0.1%, L = 3)",-0.937501192133675,-0.938633334999192
"kappa (MAR = 0.1%, L = 3)",-0.941073079321444,-0.942010227345205
"kappa (MAR = 0.1%, L = 3)",-0.90599488074973,-0.904916734443947
"kappa (MAR = 0.1%, L = 3)",-0.905254643106671,-0.9045104936504
"kappa (MAR = 0.1%, L = 3)",-0.893074997346545,-0.892481859483021
"kappa (MAR = 0.1%, L = 3)",-0.871754516624963,-0.871446137686004
"kappa (MAR = 0.1%, L = 3)",-0.877111076805808,-0.877144578232716
"kappa (MAR = 0.1%, L = 3)",-0.87437987342319,-0.875395122564111
"kappa (MAR = 0.1%, L = 3)",-0.880974988015742,-0.878230171161261
"kappa (MAR = 0.1%, L = 3)",-0.864792449312216,-0.867056950044956
"kappa (MAR = 0.1%, L = 3)",-0.855500449564896,-0.858821270341606
"kappa (MAR = 0.1%, L = 3)",-0.849512573499338,-0.850195652572814
"kappa (MAR = 0.1%, L = 3)",-0.851687329406343,-0.85366705224006
"kappa (MAR = 0.1%, L = 3)",-0.858127496038034,-0.859957800983076
"kappa (MAR = 0.1%, L = 3)",-0.864199844382258,-0.865519143143737
"kappa (MAR = 0.15%, L = 3)",-1,-1
"kappa (MAR = 0.15%, L = 3)",-0.992898993996525,-0.993001212704941
"kappa (MAR = 0.15%, L = 3)",-0.995219797703246,-0.994914733352746
"kappa (MAR = 0.15%, L = 3)",-0.991779519290489,-0.990320047149623
"kappa (MAR = 0.15%, L = 3)",-0.992756667011179,-0.991809033803725
"kappa (MAR = 0.15%, L = 3)",-0.991839070048591,-0.992463665026641
"kappa (MAR = 0.15%, L = 3)",-0.992778098262183,-0.993411331435542
"kappa (MAR = 0.15%, L = 3)",-0.976555246572905,-0.978009777734332
"kappa (MAR = 0.15%, L = 3)",-0.974841738384705,-0.976099300317655
"kappa (MAR = 0.15%, L = 3)",-0.973345767679668,-0.973762563122608
"kappa (MAR = 0.15%, L = 3)",-0.97443557078283,-0.974770853703528
"kappa (MAR = 0.15%, L = 3)",-0.958862918906945,-0.958081909465074
"kappa (MAR = 0.15%, L = 3)",-0.95932574002877,-0.958690589292529
"kappa (MAR = 0.15%, L = 3)",-0.952315837594955,-0.951716928327294
"kappa (MAR = 0.15%, L = 3)",-0.939915355447236,-0.939407029069054
"kappa (MAR = 0.15%, L = 3)",-0.942955538678559,-0.942590961885155
"kappa (MAR = 0.15%, L = 3)",-0.93983235161258,-0.940033496233388
"kappa (MAR = 0.15%, L = 3)",-0.942475777976788,-0.941991405640512
"kappa (MAR = 0.15%, L = 3)",-0.93497063496806,-0.937221921896411
"kappa (MAR = 0.15%, L = 3)",-0.931189099344897,-0.934001694850299
"kappa (MAR = 0.15%, L = 3)",-0.926014724190663,-0.927373677582095
"kappa (MAR = 0.15%, L = 3)",-0.927745544173756,-0.929629788836761
"kappa (MAR = 0.15%, L = 3)",-0.930942314392349,-0.9327369962606
"kappa (MAR = 0.15%, L = 3)",-0.93385594136508,-0.935546815011425
"kappa (MAR = 0.2%, L = 3)",-1,-1
"kappa (MAR = 0.2%, L = 3)",-0.996185948420434,-0.996226433040206
"kappa (MAR = 0.2%, L = 3)",-0.997420597270096,-0.99728668670416
"kappa (MAR = 0.2%, L = 3)",-0.995458001701034,-0.994677930566917
"kappa (MAR = 0.2%, L = 3)",-0.996032987419661,-0.995529141617396
"kappa (MAR = 0.2%, L = 3)",-0.995580051420862,-0.995918467637492
"kappa (MAR = 0.2%, L = 3)",-0.99610543223817,-0.996443263434321
"kappa (MAR = 0.2%, L = 3)",-0.987242134867213,-0.988009255323457
"kappa (MAR = 0.2%, L = 3)",-0.986111534532756,-0.986781808638222
"kappa (MAR = 0.2%, L = 3)",-0.985472745415143,-0.98567851790659
"kappa (MAR = 0.2%, L = 3)",-0.985940075133989,-0.986101775898517
"kappa (MAR = 0.2%, L = 3)",-0.977425014839599,-0.976915035043181
"kappa (MAR = 0.2%, L = 3)",-0.977891775984802,-0.97746388895357
"kappa (MAR = 0.2%, L = 3)",-0.973619683474552,-0.973194867357892
"kappa (MAR = 0.2%, L = 3)",-0.96599502018071,-0.96559603512115
"kappa (MAR = 0.2%, L = 3)",-0.967848596677515,-0.967526240243608
"kappa (MAR = 0.2%, L = 3)",-0.965518271584787,-0.96553679008607
"kappa (MAR = 0.2%, L = 3)",-0.966832905943942,-0.966834152615773
"kappa (MAR = 0.2%, L = 3)",-0.962703426537077,-0.964345862024438
"kappa (MAR = 0.2%, L = 3)",-0.96081177356768,-0.962775768339294
"kappa (MAR = 0.2%, L = 3)",-0.957143960329623,-0.958262595788248
"kappa (MAR = 0.2%, L = 3)",-0.958349120328898,-0.959721349977981
"kappa (MAR = 0.2%, L = 3)",-0.960169551677599,-0.961485510707153
"kappa (MAR = 0.2%, L = 3)",-0.961798914755583,-0.963104514705017
"kappa (MAR = 0.25%, L = 3)",-1,-1
"kappa (MAR = 0.25%, L = 3)",-0.997626718878321,-0.997646652362216
"kappa (MAR = 0.25%, L = 3)",-0.998390182801801,-0.998317675291067
"kappa (MAR = 0.25%, L = 3)",-0.997126888031634,-0.996643883933873
"kappa (MAR = 0.25%, L = 3)",-0.997503331613901,-0.997192186105379
"kappa (MAR = 0.25%, L = 3)",-0.997236767598635,-0.997448213527796
"kappa (MAR = 0.25%, L = 3)",-0.997571044281919,-0.997780261322453
"kappa (MAR = 0.25%, L = 3)",-0.992019073686695,-0.992488434030152
"kappa (MAR = 0.25%, L = 3)",-0.991238989648963,-0.991651311057989
"kappa (MAR = 0.25%, L = 3)",-0.990906443165587,-0.991026734521964
"kappa (MAR = 0.25%, L = 3)",-0.991150632607595,-0.991243398301557
"kappa (MAR = 0.25%, L = 3)",-0.98583927620161,-0.98549044125299
"kappa (MAR = 0.25%, L = 3)",-0.986209173421684,-0.985912936620413
"kappa (MAR = 0.25%, L = 3)",-0.983382988575958,-0.983081138275127
"kappa (MAR = 0.25%, L = 3)",-0.978313803611718,-0.978016712325734
"kappa (MAR = 0.25%, L = 3)",-0.979540364994071,-0.979290224821975
"kappa (MAR = 0.25%, L = 3)",-0.977838279434835,-0.977810724534822
"kappa (MAR = 0.25%, L = 3)",-0.978595710890674,-0.978709910093938
"kappa (MAR = 0.25%, L = 3)",-0.976031445253462,-0.977220325252978
"kappa (MAR = 0.25%, L = 3)",-0.974937640487509,-0.976328394643021
"kappa (MAR = 0.25%, L = 3)",-0.972315888586342,-0.973168935394476
"kappa (MAR = 0.25%, L = 3)",-0.973171307747539,-0.974165044805848
"kappa (MAR = 0.25%, L = 3)",-0.974325036743791,-0.975281399550126
"kappa (MAR = 0.25%, L = 3)",-0.975346050779955,-0.9763164357282
"kappa (MAR = 0.3%, L = 3)",-1,-1
"kappa (MAR = 0.3%, L = 3)",-0.998382749800075,-0.998393983641249
"kappa (MAR = 0.3%, L = 3)",-0.998900739360381,-0.998856142200132
"kappa (MAR = 0.3%, L = 3)",-0.998021016647036,-0.997693233251269
"kappa (MAR = 0.3%, L = 3)",-0.998285979167688,-0.998075151463124
"kappa (MAR = 0.3%, L = 3)",-0.998111354658004,-0.998255774224649
"kappa (MAR = 0.3%, L = 3)",-0.998342349523676,-0.998484428672694
"kappa (MAR = 0.3%, L = 3)",-0.994547514280587,-0.994863041308961
"kappa (MAR = 0.3%, L = 3)",-0.993982076961968,-0.994260125291217
"kappa (MAR = 0.3%, L = 3)",-0.993785568405309,-0.993863792843924
"kappa (MAR = 0.3%, L = 3)",-0.993930352193624,-0.993989767098186
"kappa (MAR = 0.3%, L = 3)",-0.99031722012216,-0.990066121744741
"kappa (MAR = 0.3%, L = 3)",-0.99060412060947,-0.990389556847428
"kappa (MAR = 0.3%, L = 3)",-0.988609570055946,-0.988387509805685
"kappa (MAR = 0.3%, L = 3)",-0.985021767271254,-0.984797232184581
"kappa (MAR = 0.3%, L = 3)",-0.985887167256129,-0.98569412116436
"kappa (MAR = 0.3%, L = 3)",-0.984613452335169,-0.984575675337152
"kappa (MAR = 0.3%, L = 3)",-0.985096203323183,-0.985229049135697
"kappa (MAR = 0.3%, L = 3)",-0.983364231853212,-0.984249455865659
"kappa (MAR = 0.3%, L = 3)",-0.98266508774806,-0.983686770327764
"kappa (MAR = 0.3%, L = 3)",-0.980727199787546,-0.981381037951505
"kappa (MAR = 0.3%, L = 3)",-0.981357196981101,-0.982097421820399
"kappa (MAR = 0.3%, L = 3)",-0.982147044861035,-0.982861081659622
"kappa (MAR = 0.3%, L = 3)",-0.982840619847996,-0.983574410053515
"kappa (MAR = 0%, L = 4)",Inf,Inf
"kappa (MAR = 0%, L = 4)",Inf,Inf
"kappa (MAR = 0%, L = 4)",Inf,Inf
"kappa (MAR = 0%, L = 4)",1.06066017177982,1.09280138910648
"kappa (MAR = 0%, L = 4)",1.3458139030991,1.30503166361125
"kappa (MAR = 0%, L = 4)",1.8259320100855,1.56508458007329
"kappa (MAR = 0%, L = 4)",1.99836549008585,1.68994967449121
"kappa (MAR = 0%, L = 4)",3.21642878834546,2.77113591390429
"kappa (MAR = 0%, L = 4)",1.80337353331157,1.56527165592626
"kappa (MAR = 0%, L = 4)",2.1458818396425,1.91362439057635
"kappa (MAR = 0%, L = 4)",1.9358196995813,1.7110274755742
"kappa (MAR = 0%, L = 4)",2.65775177312121,2.40440056782484
"kappa (MAR = 0%, L = 4)",2.89550735481136,2.61895708995907
"kappa (MAR = 0%, L = 4)",0.957232540417882,0.901879785491251
"kappa (MAR = 0%, L = 4)",0.410153524180378,0.384536681705236
"kappa (MAR = 0%, L = 4)",0.424494875683193,0.395598303298714
"kappa (MAR = 0%, L = 4)",0.289312276449943,0.269605435391695
"kappa (MAR = 0%, L = 4)",0.239566742532685,0.293286400445652
"kappa (MAR = 0%, L = 4)",0.342656734492629,0.377642130157209
"kappa (MAR = 0%, L = 4)",0.419509367730713,0.449618312324457
"kappa (MAR = 0%, L = 4)",0.264683961186922,0.284255197602589
"kappa (MAR = 0%, L = 4)",0.285387995855792,0.297689271420441
"kappa (MAR = 0%, L = 4)",0.27002862473841,0.284388038317519
"kappa (MAR = 0%, L = 4)",0.251073285042466,0.275453802048816
"kappa (MAR = 0.05%, L = 4)",-1,-1
"kappa (MAR = 0.05%, L = 4)",-0.883580377027206,-0.88838234272027
"kappa (MAR = 0.05%, L = 4)",-0.921354136014005,-0.903775891268149
"kappa (MAR = 0.05%, L = 4)",-0.893399029634173,-0.871225894411784
"kappa (MAR = 0.05%, L = 4)",-0.895348597163966,-0.879384539911874
"kappa (MAR = 0.05%, L = 4)",-0.872304407330629,-0.878339878870146
"kappa (MAR = 0.05%, L = 4)",-0.879095656255385,-0.887257611994257
"kappa (MAR = 0.05%, L = 4)",-0.744106674851098,-0.75810993832467
"kappa (MAR = 0.05%, L = 4)",-0.750312820426741,-0.76115937064215
"kappa (MAR = 0.05%, L = 4)",-0.715553451427437,-0.720893265318667
"kappa (MAR = 0.05%, L = 4)",-0.741588193790767,-0.746197286778423
"kappa (MAR = 0.05%, L = 4)",-0.637459557056494,-0.638981282997574
"kappa (MAR = 0.05%, L = 4)",-0.617686983362452,-0.620565812770847
"kappa (MAR = 0.05%, L = 4)",-0.600524814930219,-0.603475888692537
"kappa (MAR = 0.05%, L = 4)",-0.572049495451775,-0.575196501465087
"kappa (MAR = 0.05%, L = 4)",-0.576883446616112,-0.581341063047609
"kappa (MAR = 0.05%, L = 4)",-0.595649214044433,-0.601095080083126
"kappa (MAR = 0.05%, L = 4)",-0.619265408465511,-0.599609283253968
"kappa (MAR = 0.05%, L = 4)",-0.57894540041353,-0.567828480700596
"kappa (MAR = 0.05%, L = 4)",-0.551049169686022,-0.541807386644777
"kappa (MAR = 0.05%, L = 4)",-0.559838549275335,-0.548696564090045
"kappa (MAR = 0.05%, L = 4)",-0.557183375860226,-0.549563618552642
"kappa (MAR = 0.05%, L = 4)",-0.570658702576473,-0.562458383008339
"kappa (MAR = 0.05%, L = 4)",-0.584888274707888,-0.573164069278131
"kappa (MAR = 0.1%, L = 4)",-1,-1
"kappa (MAR = 0.1%, L = 4)",-0.974494737844737,-0.975046999174751
"kappa (MAR = 0.1%, L = 4)",-0.983010263575252,-0.981002251851387
"kappa (MAR = 0.1%, L = 4)",-0.972295309190144,-0.966818146834822
"kappa (MAR = 0.1%, L = 4)",-0.974710196353289,-0.97102467457747
"kappa (MAR = 0.1%, L = 4)",-0.970660832279233,-0.972537590399532
"kappa (MAR = 0.1%, L = 4)",-0.973531044324812,-0.975614259798043
"kappa (MAR = 0.1%, L = 4)",-0.927498010518444,-0.931733456887864
"kappa (MAR = 0.1%, L = 4)",-0.923911432314405,-0.927388372718064
"kappa (MAR = 0.1%, L = 4)",-0.916356890797091,-0.917517991132972
"kappa (MAR = 0.1%, L = 4)",-0.921562954199204,-0.922502691654101
"kappa (MAR = 0.1%, L = 4)",-0.881020342991736,-0.879930509981114
"kappa (MAR = 0.1%, L = 4)",-0.878672549521461,-0.877989514306947
"kappa (MAR = 0.1%, L = 4)",-0.860359533318595,-0.859844268807031
"kappa (MAR = 0.1%, L = 4)",-0.829598252556413,-0.829448743463061
"kappa (MAR = 0.1%, L = 4)",-0.835303769858671,-0.835636088929656
"kappa (MAR = 0.1%, L = 4)",-0.833308187560604,-0.834905290522787
"kappa (MAR = 0.1%, L = 4)",-0.842548778830546,-0.83737418718212
"kappa (MAR = 0.1%, L = 4)",-0.823649663157755,-0.823685693677378
"kappa (MAR = 0.1%, L = 4)",-0.812051453430511,-0.813244843040531
"kappa (MAR = 0.1%, L = 4)",-0.8049215167396,-0.802999063531192
"kappa (MAR = 0.1%, L = 4)",-0.806488985768626,-0.806275941452228
"kappa (MAR = 0.1%, L = 4)",-0.814318685842435,-0.813952778933557
"kappa (MAR = 0.1%, L = 4)",-0.82192288953414,-0.820642191960177
"kappa (MAR = 0.15%, L = 4)",-1,-1
"kappa (MAR = 0.15%, L = 4)",-0.989465814628252,-0.989615822625586
"kappa (MAR = 0.15%, L = 4)",-0.992938000377342,-0.992353350487163
"kappa (MAR = 0.15%, L = 4)",-0.987849827393829,-0.985589948039677
"kappa (MAR = 0.15%, L = 4)",-0.98917839255092,-0.987691006967272
"kappa (MAR = 0.15%, L = 4)",-0.98773520021968,-0.988579166963861
"kappa (MAR = 0.15%, L = 4)",-0.989085879675162,-0.989970861660776
"kappa (MAR = 0.15%, L = 4)",-0.96753901931804,-0.969438587383711
"kappa (MAR = 0.15%, L = 4)",-0.965031865298987,-0.9666377847048
"kappa (MAR = 0.15%, L = 4)",-0.962513443432387,-0.962987965453994
"kappa (MAR = 0.15%, L = 4)",-0.96422964492933,-0.964599336821742
"kappa (MAR = 0.15%, L = 4)",-0.944248338484389,-0.943332624848507
"kappa (MAR = 0.15%, L = 4)",-0.944317112249507,-0.943590243524546
"kappa (MAR = 0.15%, L = 4)",-0.933825313986391,-0.933141075560866
"kappa (MAR = 0.15%, L = 4)",-0.915306003859662,-0.914754231707498
"kappa (MAR = 0.15%, L = 4)",-0.919110591097659,-0.918776074825012
"kappa (MAR = 0.15%, L = 4)",-0.915370011778012,-0.915839688375724
"kappa (MAR = 0.15%, L = 4)",-0.919467201953137,-0.918062272878486
"kappa (MAR = 0.15%, L = 4)",-0.909645240001668,-0.911491858844739
"kappa (MAR = 0.15%, L = 4)",-0.904285078190694,-0.906843577116976
"kappa (MAR = 0.15%, L = 4)",-0.897434947947783,-0.897953312127637
"kappa (MAR = 0.15%, L = 4)",-0.899258142276883,-0.90059578040075
"kappa (MAR = 0.15%, L = 4)",-0.90363333128928,-0.904880780143893
"kappa (MAR = 0.15%, L = 4)",-0.907709930874506,-0.908701222436319
"kappa (MAR = 0.2%, L = 4)",-1,-1
"kappa (MAR = 0.2%, L = 4)",-0.994313091022406,-0.994373100347406
"kappa (MAR = 0.2%, L = 4)",-0.996168754903798,-0.995916330520461
"kappa (MAR = 0.2%, L = 4)",-0.993246780691957,-0.992039853986706
"kappa (MAR = 0.2%, L = 4)",-0.994055416790166,-0.99326852568532
"kappa (MAR = 0.2%, L = 4)",-0.993345068418131,-0.993817110658867
"kappa (MAR = 0.2%, L = 4)",-0.994113544082429,-0.994596007450166
"kappa (MAR = 0.2%, L = 4)",-0.981890830581092,-0.982938368758195
"kappa (MAR = 0.2%, L = 4)",-0.980233630636964,-0.981132696215103
"kappa (MAR = 0.2%, L = 4)",-0.979119256552674,-0.979368842448075
"kappa (MAR = 0.2%, L = 4)",-0.979877803670374,-0.980067448939574
"kappa (MAR = 0.2%, L = 4)",-0.968376242102874,-0.967729597727773
"kappa (MAR = 0.2%, L = 4)",-0.968779845819835,-0.968243204403707
"kappa (MAR = 0.2%, L = 4)",-0.962347123254562,-0.961812893592383
"kappa (MAR = 0.2%, L = 4)",-0.95077975972111,-0.950287355760735
"kappa (MAR = 0.2%, L = 4)",-0.953271520102817,-0.952897621035304
"kappa (MAR = 0.2%, L = 4)",-0.950183839059105,-0.950315918245989
"kappa (MAR = 0.2%, L = 4)",-0.952305746563449,-0.951950198290656
"kappa (MAR = 0.2%, L = 4)",-0.946588293505659,-0.948339016598896
"kappa (MAR = 0.2%, L = 4)",-0.943748419000781,-0.945942782680862
"kappa (MAR = 0.2%, L = 4)",-0.938624444704946,-0.939549750957341
"kappa (MAR = 0.2%, L = 4)",-0.940077464135617,-0.941430830827258
"kappa (MAR = 0.2%, L = 4)",-0.942707848297523,-0.943997640960279
"kappa (MAR = 0.2%, L = 4)",-0.945102891641561,-0.946321728289889
"kappa (MAR = 0.25%, L = 4)",-1,-1
"kappa (MAR = 0.25%, L = 4)",-0.996453363314505,-0.99648304206835
"kappa (MAR = 0.25%, L = 4)",-0.997602450761044,-0.997468025742918
"kappa (MAR = 0.25%, L = 4)",-0.995716003387562,-0.994970752254333
"kappa (MAR = 0.25%, L = 4)",-0.99625450210435,-0.995771026413768
"kappa (MAR = 0.25%, L = 4)",-0.995838255519213,-0.99613830068755
"kappa (MAR = 0.25%, L = 4)",-0.996331063308743,-0.996633344438268
"kappa (MAR = 0.25%, L = 4)",-0.988515830096931,-0.989172461653113
"kappa (MAR = 0.25%, L = 4)",-0.98736735927537,-0.987935806306433
"kappa (MAR = 0.25%, L = 4)",-0.986778599944748,-0.986930453248035
"kappa (MAR = 0.25%, L = 4)",-0.987180141677347,-0.98729346875266
"kappa (MAR = 0.25%, L = 4)",-0.979802057358488,-0.979340101315654
"kappa (MAR = 0.25%, L = 4)",-0.980200632556953,-0.979810817242495
"kappa (MAR = 0.25%, L = 4)",-0.975930560135077,-0.975531865628829
"kappa (MAR = 0.25%, L = 4)",-0.96819207112678,-0.967802903151554
"kappa (MAR = 0.25%, L = 4)",-0.969902067788017,-0.969586153802699
"kappa (MAR = 0.25%, L = 4)",-0.967544096579238,-0.967564874034269
"kappa (MAR = 0.25%, L = 4)",-0.968786157201988,-0.968758913086608
"kappa (MAR = 0.25%, L = 4)",-0.965129485712535,-0.966543290350384
